oblast,title,amount,bill,smd
Закарпатська область,"Будівництво мережі вуличного освітлення. Лінія вуличного освітлення від ТП-504 по вул. Київська, ТП-74 по вул. Незалежності, ТП-505 по вул. Незалежності в с. Раково, Вільховецької сільської ради, Тячівського району",280000,934,70
Закарпатська область,"Реконструкція котельні ДНЗ с. В. Водяне, Рахівського району Коригування",300000,934,72
Закарпатська область,"Капітальний ремонт вул. Шевченка в с. Завидово, Мукачівського району. Коригування",300000,934,69
Закарпатська область,Капітальний ремонт вул. Церковна с. Квасово,300000,934,73
Закарпатська область,Придбання штучної вентиляції легень для відділення анестезії та інтенсивної терапії Виноградівської центральної районної лікарні,300000,934,73
Закарпатська область,Капітальний ремонт даху ДНЗ в с. Хмельник N 99,300000,934,73
Закарпатська область,"Капітальний ремонт з благоустрою між квартальної проїзної частини дороги в с. Ільниці, провулок вул. Шахтарська до ДНЗ N 4",300000,934,71
Закарпатська область,Капітальний ремонт розвороту по вулиці Перемоги в с. Осій,300000,934,71
Закарпатська область,Капітальний ремонт дорожнього покриття вулиці Шевченка від ПКО+00 до ПК 6+50 в с. Луково,300000,934,71
Закарпатська область,"Капітальний ремонт частини приміщень ДНЗ N 2 по вул. Гагаріна, 7""а"" в смт. Дубове, Тячівського району, Закарпатської області",310000,867,72
Закарпатська область,Капітальний ремонт ДНЗ N 2 с. Руське поле,317000,423,71
Закарпатська область,"Капітальний ремонт Киблярівського ДНЗ в с. Кибляри, Ужгородського району",327000,423,68
Закарпатська область,Капітальний ремонт під'їзної дороги до дитячого садка з вул. І. Франка на вул. Підгірна у с. Боржавське,330000,934,73
Закарпатська область,Капітальний ремонт вулиці Залізнична,331000,867,71
Закарпатська область,"Капітальний ремонт вулиці від центральної дороги до ур. ""Пітомник"" у с. Монастирець",340000,934,71
Закарпатська область,"Реконструкція мережі вуличного освітлення вул. Миру (частково) в с. Красна, Тячівського району",370000,867,72
Закарпатська область,"Капітальний ремонт спортивного майданчика в с. Н. Селише, Хустського району, Закарпатської області",385000,867,71
Закарпатська область,Капітальний ремонт будівлі Тернівського ДНЗ ясла - садок N 1 с. Терново,387000,423,72
Закарпатська область,Капітальний ремонт Рокосівської ЗОШ I - III ст. в с. Рокосово Хустського району (заміна вікон та зовнішніх дверей на енергозберігаючі),387600,934,71
Закарпатська область,Капітальний ремонт котелень Данилівського НВК Хустського району,387600,934,71
Закарпатська область,Капітальний ремонт ЗОШ I - III ст. в с. Золотарьово Хустського району (заміна вікон та дверей),387600,934,71
Закарпатська область,Капітальний ремонт їдальні Драгівської ЗОШ I - III ст. Хустського району,387600,934,71
Закарпатська область,"Капітальний ремонт Киблярівського ДНЗ в с. Кибляри, Ужгородського району",389000,867,68
Закарпатська область,Капітальний ремонт ДНЗ N 2 с. Руське поле,395000,867,71
Закарпатська область,Капітальний ремонт вул. Зимня в с. Драчино,396376,934,70
Закарпатська область,Капітальний ремонт вулиці Мартірок від вулиці Галаборі до вулиці Коротка в с. Бадалово,400000,867,73
Закарпатська область,Капітальний ремонт вул. Веркепорт с. Боржава,400000,867,73
Закарпатська область,"Будівництво павільйону-роздягальні на території стадіону с. Луг, Рахівського району",400000,934,72
Закарпатська область,Капітальний ремонт вул. Терешкової в с. Мужієво,400000,934,73
Закарпатська область,Капітальний ремонт ділянки по вул. Борканюка в с. Букове,400000,934,73
Закарпатська область,"Капітальний ремонт покрівлі головного корпусу районної лікарні в смт Великий Березний, вул. Штефаника 71",401000,867,70
Закарпатська область,Капітальний ремонт ДНЗ N 1 смт Вишково Хустський район,427000,423,71
Закарпатська область,Капремонт будівлі Костілівського ДНЗ с. Костилівка,435000,934,72
Закарпатська область,"Капітальний ремонт частини приміщень ДНЗ N 2 по вул. Гагаріна, 7 ""а"" в смт Дубове, Тячівського району, Закарпатської області",460000,934,72
Закарпатська область,"Будівництво спортивного майданчика з штучним покриттям в с. Велятино, вул. Шевченка, 1, Хустського району",477000,867,71
Закарпатська область,"Придбання стаціонарної ультразвукової діагностичної системи для Ужгородського міського пологового будинку, вул. Грибоєдова, 20Б, м. Ужгород",480000,934,68
Закарпатська область,Капітальний ремонт будівлі Костілівського ДНЗ с. Костилівка,497000,423,72
Закарпатська область,"Капітальний ремонт даху будівлі навчального корпусу Великоугольської ЗОШ I - III ступенів с. Велика Уголька по вул. Центральна, N 189 Тячівського району Закарпатської області",500000,423,72
Закарпатська область,Капітальний ремонт фасаду ЗОШ I - III ступенів с. Крайниково,500000,423,71
Закарпатська область,Реконструкція вулиці Церковна в с. Шаян Хустського району,500000,867,71
Закарпатська область,"Капітальний ремонт вулиці Возз'єднання (від вул. Народна до вул. Островська) в смт Тересва, Тячівського району. Коригування",500000,934,72
Закарпатська область,Капітальний ремонт ділянки дороги в с. Гудя по вулиці Гевденя,500000,934,73
Закарпатська область,"Капітальний ремонт фасадів, заміна вікон та дверей Широківського ДНЗ (корпус 2) с. Широке",500000,934,73
Закарпатська область,Капітальний ремонт вулиці Дружби в с. Брід,500000,934,73
Закарпатська область,Капітальний ремонт ДНЗ (заміна вікон та дверей) в с. Олександрівка,510000,934,71
Закарпатська область,"Будівництво спортивного майданчика з штучним покриттям в с. Велятино, вул. Шевченка N 1",550000,423,71
Закарпатська область,"Придбання обладнання та інвентаря для Кам'яницького дошкільного навчального закладу ""Капітошка"" (ясла-садок) вул. Добровольців, 10 та креативно-мистецького комплексу ""Вілет"", вул. Ужанська, 123, с. Кам'яниця Ужгородського району",600000,423,68
Закарпатська область,"Капітальний ремонт дороги по вул. Ю. Гагаріна від буд. N 1 до буд. N 17, б у селі Пушкіно",600000,423,73
Закарпатська область,Капітальний ремонт автомобільної дороги місцевого значення в с. Станово від буд. N 246 до буд. N 268,600000,867,69
Закарпатська область,Капітальний ремонт ділянки вул. Гагаріна (від буд. N 18 до буд. N 35) с. Золотарьово,600000,934,71
Закарпатська область,Капітальний ремонт приміщень АЗПСМ в с. Кошелево,600000,934,71
Закарпатська область,"Інноваційні енергоефективні заходи в Нижньоселищенській ЗОШ I - III ст., шляхом реконструкції системи опалення зі встановленням твердопаливних (піролізних) котлів, заміною вікон школи на енергозберігаючі",600000,934,71
Закарпатська область,Капітальний ремонт вулиці Волошина в с. Онок,600000,934,73
Закарпатська область,"Реконструкція спортивного майданчика з установкою штучного покриття на території ЗОШ I - III ст. в с. Дубрівка, 210",600000,934,71
Закарпатська область,Капітальний ремонт ДНЗ N 1 смт Вишково Хустський район,618000,867,71
Закарпатська область,"Реконструкція системи водовідведення по вул. Руській смт Вишково, Хустський р-н",620100,934,71
Закарпатська область,Капітальний ремонт будівлі Горінчівської ЗОШ I - III ст. Хустський район,622000,867,71
Закарпатська область,Капітальний ремонт будівлі Тернівського ДНЗ ясла-садок N 1 с. Терново,641000,867,72
Закарпатська область,Капітальний ремонт ділянки вулиці Лесі Українки (від вулиці Петра Дорошенка до буд. N 47) с. Раковець,650000,867,71
Закарпатська область,Придбання штучного покриття спортивного майданчика на території Копашнівської ЗОШ I - III ступенів,650000,934,71
Закарпатська область,"Капітальний ремонт (часткова заміна вікон та дверей) Калинівської ЗОШ I - III ступенів в с. Калини, вул. Дж. Леннона, 147 Тячівського району",660000,934,72
Закарпатська область,Капітальний ремонт вул. Сільваї у м. Свалява,668514,867,70
Закарпатська область,"Будівництво спортивного майданчика під штучне покриття на території Копашнівської ЗОШ I - III ступенів с. Копашнево, вул. Центральна, буд. 155",688200,867,71
Закарпатська область,Капітальний ремонт тротуарів (правої сторони від N 2 до N 88) та пішохідної зони впродовж вул. Грушевського с. Нересниця Тячівського району,700000,423,72
Закарпатська область,Капітальний ремонт тротуарів вул. Б. Хмельницького від 96 - 120 права сторона в місті Берегово,700000,867,73
Закарпатська область,"Капітальний ремонт вул. Пушкіна в с. Завидово, Мукачівського району. Коригування",700000,934,69
Закарпатська область,Капітальний ремонт вулиці Ольги Кобилянської км 0 + 204-км 1 + 000 в с. Білки,700000,934,71
Закарпатська область,Капітальний ремонт вулиці Молодіжна в с. Приборжавське,700000,934,71
Закарпатська область,Капітальний ремонт ділянки вул. Канора (від вул. Миру до клубу) в смт Воловець,702900,934,70
Закарпатська область,Капітальний ремонт вулиці Поштова,705000,867,71
Закарпатська область,Капітальний ремонт будівлі Горінчівської ЗОШ I - III ст. Хустський район,734000,423,71
Закарпатська область,"Реконструкція будівлі колишнього МНВК для відкриття додаткових груп дошкільного навчального закладу в Перечинському районі, с. Тур'я Ремета, вул. Мала, 2 (коригування)",750000,423,70
Закарпатська область,Капітальний ремонт будівлі Костілівського ДНЗ с. Костилівка,761000,867,72
Закарпатська область,Капітальний ремонт вулиці Першотравнева (від вул. Українська до вул. Борканюка) в с. Олешник,770000,934,73
Закарпатська область,"Реконструкція спортивного майданчика під штучне покриття на території Липовецької ЗОШ I - III ст. по вул. Шевченка, N 1 в с. Липовець",800000,423,71
Закарпатська область,"Реконструкція спортивного залу Діловецької ЗОШ I - III ст. по вул. Трибушанській, 14 в с. Ділове Рахівського району, Закарпатської області. Коригування",800000,934,72
Закарпатська область,Капітальний ремонт ділянки вулиці Чингавки в с. Вільхівка,800000,934,73
Закарпатська область,Капітальний ремонт вулиці Миру від перехрестя з вулиці Українська до будинку N 96 в с. Заріччя,800000,934,73
Закарпатська область,Капітальний ремонт ділянки вулиці 40 років Перемоги (км 0+000-км 0+350) в с. Ільниця,800000,934,71
Закарпатська область,Закупівля медикаментів для відділень Виноградівської центральної районної лікарні,850000,934,73
Закарпатська область,"Капітальний ремонт будівлі Вишковецької ЗОШ I - III ст., смт Вишково, Хустський р-н",866000,867,71
Закарпатська область,Капітальний ремонт вул. Астолоша у м. Свалява,885714,867,70
Закарпатська область,Капітальний ремонт вулиці Травнева в селі Теребля Тячівського району,900000,934,71
Закарпатська область,Капітальний ремонт автомобільної дороги місцевого значення загального користування С070705 Мукачево-Куштановиця-Чинадієво км 0+000-10+400,1000000,423,69
Закарпатська область,"Реконструкція спортивного залу Діловецької ЗОШ I - III ст. по вул. Трибушанській, 14, в с. Ділове Рахівського району Закарпатської області Коригування",1000000,423,72
Закарпатська область,"Реконструкція вул. Центральна від свердловини N 242 до будинку N 28 в с. Шаян, Хустського району, Закарпатської області. Коригування",1000000,423,71
Закарпатська область,"Реконструкція вул. Церковна в с. Шаян, Хустського району",1000000,423,71
Закарпатська область,Капітальний ремонт ділянки вулиці Шевченка в с. Підвиноградів,1000000,867,73
Закарпатська область,Капітальний ремонт дорожнього покриття дороги від будинку N 21 до будинку N 54а в с. Березово,1000000,867,71
Закарпатська область,"Реконструкція частини будинку культури під центр надання адміністративних послуг в с. Вільхівці, по вул. Центральна N 101, Тячівського району, Закарпатської області",1000000,867,72
Закарпатська область,Капітальний ремонт автомобільної дороги СО71101 Тячів - Округла - Вільхівці - Лази на ділянці км 11 + 000 - км 13 + 529,1000000,867,72
Закарпатська область,"Капітальний ремонт площі на перехрещенні вулиць Довженка, Кармелюка, Партизанська та Карпатська у м. Рахів",1000000,934,72
Закарпатська область,Капітальний ремонт дорожнього покриття вул. Шкільна від вул. Залізнична до вул. Пушкіна в смт Буштино,1000000,934,71
Закарпатська область,"Закупівля медичного обладнання довгострокового користування, лікарських засобів та виробів медичного призначення для Берегівської центральної районної лікарні імені Бертолона Ліннера",1000000,934,73
Закарпатська область,"Капітальний ремонт вул. Шевченка, в смт Королево, Виноградівського району",1000000,934,73
Закарпатська область,Капітальний ремонт вулиці Фединця (км 0+000-км 0+677)в с. Малий Раковець,1000000,934,71
Закарпатська область,Капітальний ремонт тротуару по вул. Миру від будинку N 90 до примикання з вул. Шевченка у м. Рахові,1012000,934,72
Закарпатська область,"Реконструкція мансардного приміщення існуючої будівлі під дошкільний навчальний заклад N 4 в м. Рахів, вул. Б. Хмельницького, 105",1073277,423,72
Закарпатська область,"Капітальний ремонт вул. Березник с, Нанково. Коригування",1162400,867,71
Закарпатська область,Капітальний ремонт вул. Б. Хмельницького в м. Перечин,1179342,934,70
Закарпатська область,"Капітальний ремонт дороги в ур. ""Ждимир"" с. Вовчий, км 1+975 - км 2 + 284 Неліпинської сільської ради, Свалявського району",1200000,423,70
Закарпатська область,Капітальний ремонт вулиці Степана Вайди в с. Велика Копаня,1200000,423,73
Закарпатська область,"Капітальний ремонт ділянки дороги по вул. Головна від буд. N 121 ""а"" до буд. N 199 в с. Фанчиково",1200000,423,73
Закарпатська область,Капітальний ремонт вулиці Миру км 0 + 000 - км 0 + 670 в с. Веряця,1200000,867,73
Закарпатська область,Капітальний ремонт вул. Набережна в с. Іза,1200000,934,71
Закарпатська область,Капітальний ремонт вул. Гоголя у м. Свалява,1221576,934,70
Закарпатська область,Капітальний ремонт ділянки вулиці Зої Космодем'янської в с. Сільце,1300000,867,73
Закарпатська область,Капітальний ремонт дороги по вул. Л. Українки с. Порошково Перечинського району,1381621,867,70
Закарпатська область,Капітальний ремонт автомобільної дороги місцевого значення загального користування С070718 Чинадієво-Обава-Дубино км 0+000-7+400,1400000,423,70
Закарпатська область,"Капітальний ремонт вулиці від початку села до буд. N 126 в с. Ганьковиця, Свалявського району",1400000,423,70
Закарпатська область,Капітальний ремонт дороги по вул. І. Франка від буд. N 82 до буд. N 138 у с. В. Комяти,1400000,423,73
Закарпатська область,Капітальний ремонт покриття частини дороги вул. Садова (від перехрестя з вул. Центральною до буд.21) частина вул. Лазоришинця (до буд. 17) в с. Сокирниця,1400000,423,71
Закарпатська область,"Капітальний ремонт Драгівської ЗОШ I - III ступенів (корпус А, 3) по заміні вікон та дверей в с. Драгово, вул. Центральна, N 49",1400000,934,71
Закарпатська область,Капітальний ремонт вул. Кошового у м. Свалява,1464151,867,70
Закарпатська область,Капітальний ремонт автомобільної дороги загального користування місцевого значення Липча - Крайнє С071320 км 2 + 635 - 3 + 135,1490000,867,71
Закарпатська область,Капітальний ремонт ділянки вул. Духновича (від буд. N 93 до буд. N 141) у с. Тур'я-Бистра Перечинського району,1498877,934,70
Закарпатська область,Капітальний ремонт вул. Миру с. Нижнє Селище. Коригування,1500000,423,71
Закарпатська область,"Придбання медичного обладнання довгострокового використання для КЗ ""Тячівська районна лікарня N 1""",1500000,934,72
Закарпатська область,Капітальний ремонт автомобільної дороги СО71101 Тячів - Округла - Вільхівці - Лази на ділянці км 11 + 000 - км 13 + 529,1500000,934,72
Закарпатська область,Капітальний ремонт дороги місцевого значення Чинадієво - Кучава з під'їздом до с. Бабичі км. 0 + 000 - 21 + 700 (на відрізку с. Кучава-Верхній Коропець),1500000,934,70
Закарпатська область,Капітальний ремонт ділянки дороги Колочава-Сухар по вул. Борканюка від буд. N 121 до школи в с. Колочава,1671810,934,70
Закарпатська область,Капітальний ремонт вул. Вакарова в с. Драчино,1829119,934,70
Закарпатська область,Реконструкція вулиці Центральна від свердловини N 242 до будинку N 28 в с. Шаян Хустського району,2500000,867,71
Закарпатська область,"Придбання ендоскопічної системи для дитячої хірургії з апаратом високочастотним електрохірургічним експертного класу з комплексом інструментів та аксесуарів для центральної міської клінічної лікарні, вул. Грибоєдова, 20, м. Ужгород",3650000,423,68
Закарпатська область,"Будівництво загальноосвітньої школи I - III ступенів (село Кваси, Рахівського району, Закарпатської області)",5000000,423,72
Закарпатська область,"Реконструкція комунального закладу ""Ужгородська районна лікарня""",5000000,867,68
Закарпатська область,"Капітальний ремонт вулиці Львівська в м. Хуст, Закарпатської області",5000000,867,71
Закарпатська область,"Капітальний ремонт автомобільної дороги місцевого значення загального користування С 070515 Дунковиця - Арданово, км 0+000-4+000 Закарпатської області",10000000,423,69
Закарпатська область,Капітальний ремонт наб. Незалежності у м. Ужгороді,21169319,423,68
Закарпатська область,Капітальний ремонт вул. Львівська в м. Хуст Закарпатська область,50000000,423,71
Запорізька область,"Придбання освітлювального обладнання та мікрофонів для Розівського сільського будинку культури Якимівської селищної ради Якимівського району Запорізької області за адресою: вул. Черняховського, 38, с. Розівка Якимівського району Запорізької області",50000,423,78
Запорізька область,"Придбання мультимедійного обладнання для комунального закладу ""Преславська багатопрофільна загальноосвітня школа I - III ступенів"" Приморської міської ради Приморського району Запорізької області за адресою: вул. Варбанського, 56Д, с. Преслав Приморського району Запорізької області",60000,423,81
Запорізька область,"Придбання мультимедійного обладнання для комунального закладу ""Приморська загальноосвітня школа I - II ступенів N 3"" Приморської міської ради Приморського району Запорізької області за адресою: вул. Шкільна, 110, м. Приморськ Приморського району Запорізької області",60000,423,81
Запорізька область,"Придбання мультимедійного обладнання для комунального закладу ""Загальноосвітня школа N 2 I - III ступенів міста Приморськ"" Приморської міської ради Приморського району Запорізької області за адресою: вул. Морська, 65, м. Приморськ Приморського району Запорізької області",60000,423,81
Запорізька область,"Придбання мультимедійного обладнання для комунального закладу ""Спеціалізована школа-загальноосвітній навчальний заклад N 1 I - III ступенів м. Приморська з поглибленим вивченням окремих предметів та курсів"" Приморської міської ради Приморського району Запорізької області за адресою: вул. Калинова, 106, м. Приморськ Приморського району Запорізької області",60000,423,81
Запорізька область,"Придбання мультимедійного обладнання для комунального закладу ""Приморський регіональний українсько-болгарський багатопрофільний ліцей II - III ступенів"" Приморської міської ради Приморського району Запорізької області за адресою: вул. Соборна, 93, м. Приморськ Приморського району Запорізької області",60000,423,81
Запорізька область,"Реконструкція ліній зовнішнього електроосвітлення за адресою: Запорізька обл., Василівський р-н, смт Степногірськ вул. Стадіонна, ЗТП -31/441",86500,867,79
Запорізька область,"Реконструкція вуличного освітлення по вул. Молодіжна, Степова від КТП 30/316 с. Кам'янське Василівського району Запорізької області",90000,867,79
Запорізька область,"Реконструкція вуличного освітлення по вул. Степова, Козацька, Чарівна, Щаслива від КТП 30/58 с. Кам'янське Василівського району Запорізької області",105000,867,79
Запорізька область,"Придбання обладнання для комунального закладу охорони здоров'я ""Студентська поліклініка"", м. Запоріжжя, пр. Соборний, 59",120500,423,74
Запорізька область,"Придбання обладнання для комунальної установи ""Міська лікарня N 1"", м. Запоріжжя, вул. Чумаченка, 21А",146254,423,74
Запорізька область,Придбання тіньових навісів с. Приморське Василівського району Запорізької області,150000,423,79
Запорізька область,"Реконструкція ліній зовнішнього електроосвітлення за адресою: Запорізька обл., Василівський р-н, смт Степногірськ пров. Тракторний, вул. Шевченко, ЗТП -34/196",162000,867,79
Запорізька область,Придбання парт для перших класів комунальних закладів освіти Приморської районної ради Запорізької області,170000,423,81
Запорізька область,Реконструкція повітряної лінії вуличного освітлення по вул. Софіївській та вул. Горького в м. Василівка Запорізької області,173500,867,79
Запорізька область,Реконструкція повітряної лінії вуличного освітлення по вул. Привокзальній в м. Василівка Запорізької області,174000,867,79
Запорізька область,"Придбання вікон для комунального закладу ""Загальноосвітня школа N 2 I - III ступенів міста Приморськ"" Приморської міської ради Приморського району Запорізької області за адресою: вул. Морська, 65, м. Приморськ Приморського району Запорізької області",199000,423,81
Запорізька область,"Реконструкція вуличного освітлення по вул. Козацька, Чарівна, Зелена, Стадіонна, Молодіжна, Семеренко від КТП 30/202 с. Кам'янське Василівського району Запорізької області",200000,867,79
Запорізька область,"Реконструкція вуличного освітлення по вул. Зелена, Стадіонна, Ювілейна, Семеренко, Щаслива від КТП 30/204 с. Кам'янське Василівського району Запорізької області",210000,867,79
Запорізька область,"Капітальний ремонт приміщення харчоблоку КЗ ""Навчально виховний комплекс ""Джерело"" за адресою: Запорізька обл., Оріхівський р-н, смт Комишуваха, вул. Шкільна, 42",250000,423,79
Запорізька область,"Капітальний ремонт туалетів комунального закладу ""Загальноосвітня школа N 2 I - III ступенів міста Приморськ"" Приморської міської ради Приморського району Запорізької області за адресою: вул. Морська, 65, м. Приморськ, Приморський район, Запорізька область",250000,423,81
Запорізька область,"Капітальний ремонт приміщень Таврійської АЗПСМ із заміною вікон та дверей по вул. Центральна, 40, с. Таврійське Оріхівського району Запорізької області",250000,867,79
Запорізька область,Реконструкція повітряної лінії вуличного освітлення по вул. Ватутіна в м. Василівка Запорізької області,256000,934,79
Запорізька область,"Капітальний ремонт внутрішньоквартальних мереж електропостачання 0,4 кВ до будинку N 4 по вул. Молодіжній смт Степногірськ Василівського району Запорізької області",257000,867,79
Запорізька область,"Реконструкція повітряної лінії вуличного освітлення по вул. Васильковій, вул. Українській, вул. Зарічній та вул. Сімферопольській м. Василівка Запорізької області",299000,934,79
Запорізька область,"Капітальний ремонт лікарської амбулаторії ЗПСМ с. Новоукраїнка (з використанням енергозберігаючих технологій) за адресою: Запорізька область, Більманецький район, с. Новоукраїнка, вул. Снитка, 70а",420000,423,78
Запорізька область,"Придбання обладнання для комунальної установи ""Запорізька міська багатопрофільна дитяча лікарня N 5"", м. Запоріжжя, вул. Новгородська, 28А",480200,423,76
Запорізька область,"Придбання обладнання для Запорізької гімназії N 6, м. Запоріжжя, вул. Олімпійська, 2",499750,423,74
Запорізька область,"Придбання обладнання для Запорізької гімназії N 107, м. Запоріжжя, вул. 40-річчя Перемоги, 59",499750,423,74
Запорізька область,Капітальний ремонт водопроводу у центральній частині с. Тарасівка Пологівського району Запорізької області,500000,423,82
Запорізька область,Реконструкція водопроводу з будівництвом розвідувально-експлуатаційної артезіанської свердловини у с. Інженерне Пологівського району Запорізької області,500000,423,82
Запорізька область,"Капітальний ремонт приміщення Дніпровської амбулаторії загальної практики сімейної медицини комунальної установи ""Центр первинної медико-санітарної допомоги"" Водянської сільської ради Кам'янсько-Дніпровського району Запорізької області, с. Дніпровка Кам'янсько-Дніпровського району Запорізької області",500000,867,79
Запорізька область,Дорога по вул. Миру м. Василівка Запорізької області - капітальний ремонт,600000,423,79
Запорізька область,"Капітальний ремонт приміщення Нововодянської амбулаторії загальної практики сімейної медицини комунальної установи ""Центр первинної медико-санітарної допомоги"" Водянської сільської ради Кам'янсько-Дніпровського району Запорізької області, с. Нововодяне Кам'янсько-Дніпровського району Запорізької області",625000,867,79
Запорізька область,"Реконструкція даху інфекційного відділення КЗ ""Оріхівська ЦРЛ"" по вул. Правди, 2, м. Оріхів, Запорізької області",750000,423,79
Запорізька область,"Капітальний ремонт двоповерхової будівлі комунального закладу ""Приморська ЗОШ I - II ст. N 3"" Приморської міської ради Приморського району Запорізької області (утеплення зовнішніх стін та даху, облаштування внутрішньої вентиляції)",754000,423,81
Запорізька область,Дорога по б-р Центральному м. Василівка Запорізької області - капітальний ремонт,760000,867,79
Запорізька область,"Капітальний ремонт покрівлі КЗ ""Тополинська ЗОШ I - III ст."" ВРР ЗО по вул. Гагаріна, 47 в с. Тополине Василівського району Запорізької області, 71664",798000,934,79
Запорізька область,"Придбання обладнання для комунального підприємства ""Експлуатаційне лінійне управління автомобільних шляхів"", м. Запоріжжя, вул. Волгоградська, 23",835000,934,76
Запорізька область,"Капітальний ремонт водопровідної мережі по вул. Дніпровській, Бригадній с. Велика Білозерка, Великобілозерського району, Запорізької області",900000,423,79
Запорізька область,"Капітальний ремонт покрівлі та фасаду будівлі Великобілозерської сільської ради по вул. Центральна, 125 с. Велика Білозерка Великобілозерського району Запорізької області",900000,934,79
Запорізька область,"Капітальний ремонт (заміна) пасажирського ліфта у поліклінічному відділенні КУ ""Кам'янсько-Дніпровська центральна районна лікарня"" м. Кам'янка-Дніпровська Запорізької області",950000,423,79
Запорізька область,"Капітальний ремонт по заміні асфальтового покриття території Запорізької загальноосвітньої школи I - III ступенів N 76 по пр. Соборний, 154-г у м. Запоріжжя",953877,934,77
Запорізька область,Будівництво розвідувально-експлуатаційної свердловини для водопостачання с. Басань Пологівського району Запорізької області,1000000,423,82
Запорізька область,"Реконструкція даху пологового відділення КЗ ""Оріхівська ЦРЛ"" по вул. Правди, 2, м. Оріхів Запорізької області",1091000,934,79
